kinopoisk_id,url,name,full_name_rus,vote_date,vote
979148,https://www.kinopoisk.ru/film/979148/,Call Me by Your Name,Назови меня своим именем (2017),20.10.2018,5
518040,https://www.kinopoisk.ru/film/518040/,The Dictator,Диктатор (2012),12.10.2018,2
958293,https://www.kinopoisk.ru/film/958293/,Lady Bird,Леди Бёрд (2017),01.10.2018,10
992605,https://www.kinopoisk.ru/film/992605/, ,Аритмия (2017),16.09.2018,5
909700,https://www.kinopoisk.ru/film/909700/, ,Как Витька Чеснок вёз Лёху Штыря в дом инвалидов (2017),01.09.2018,9
961715,https://www.kinopoisk.ru/film/961715/,Deadpool 2,Дэдпул 2 (2018),26.08.2018,9
950968,https://www.kinopoisk.ru/film/950968/,Hotel Transylvania 3: Summer Vacation,Монстры на каникулах 3: Море зовёт (2018),26.07.2018,5
705356,https://www.kinopoisk.ru/film/705356/, ,Левиафан (2014),15.07.2018,8
714564,https://www.kinopoisk.ru/film/714564/,Atomic Blonde,Взрывная блондинка (2017),22.06.2018,3
470173,https://www.kinopoisk.ru/film/470173/,The Greatest Showman,Величайший шоумен (2017),18.06.2018,3
538225,https://www.kinopoisk.ru/film/538225/,Ready Player One,Первому игроку приготовиться (2018),11.06.2018,10
797840,https://www.kinopoisk.ru/film/797840/,Fantastic Beasts and Where to Find Them,Фантастические твари и где они обитают (2016),01.06.2018,8
424994,https://www.kinopoisk.ru/film/424994/,Justice League,Лига справедливости (2017),30.04.2018,9
1006132,https://www.kinopoisk.ru/film/1006132/, ,Piter By (2016),24.03.2018,8
1111871,https://www.kinopoisk.ru/film/1111871/, ,Piter by Каста (2017),23.03.2018,6
925669,https://www.kinopoisk.ru/film/925669/,Perfetti sconosciuti,Идеальные незнакомцы (2015),13.03.2018,10
977743,https://www.kinopoisk.ru/film/977743/,The Shape of Water,Форма воды (2017),10.03.2018,8
453397,https://www.kinopoisk.ru/film/453397/,It,Оно (2017),08.03.2018,6
900052,https://www.kinopoisk.ru/film/900052/, ,Лёд (2017),24.02.2018,2
884376,https://www.kinopoisk.ru/film/884376/,Manchester by the Sea,Манчестер у моря (2016),23.02.2018,8
42736,https://www.kinopoisk.ru/film/42736/, ,Офицеры (1971),23.02.2018,9
1008385,https://www.kinopoisk.ru/film/1008385/,"I, Tonya",Тоня против всех (2017),18.02.2018,10
835877,https://www.kinopoisk.ru/film/835877/,The Hitman's Bodyguard,Телохранитель киллера (2017),10.02.2018,4
840817,https://www.kinopoisk.ru/film/840817/, ,Движение вверх (2017),03.02.2018,10
906654,https://www.kinopoisk.ru/film/906654/,Kingsman: The Golden Circle,Kingsman: Золотое кольцо (2017),21.01.2018,10
930534,https://www.kinopoisk.ru/film/930534/,Split,Сплит (2017),13.01.2018,10
902939,https://www.kinopoisk.ru/film/902939/,Baby Driver,Малыш на драйве (2017),10.01.2018,10
707407,https://www.kinopoisk.ru/film/707407/, ,Викинг (2016),08.01.2018,5
471158,https://www.kinopoisk.ru/film/471158/, ,Выкрутасы (2010),08.01.2018,4
931677,https://www.kinopoisk.ru/film/931677/,Dunkirk,Дюнкерк (2017),06.01.2018,5
841263,https://www.kinopoisk.ru/film/841263/,Guardians of the Galaxy Vol. 2,Стражи Галактики. Часть 2 (2017),30.12.2017,7
840261,https://www.kinopoisk.ru/film/840261/, ,Кухня. Последняя битва (2017),02.12.2017,3
690593,https://www.kinopoisk.ru/film/690593/,Spider-Man: Homecoming,Человек-паук: Возвращение домой (2017),27.11.2017,7
184417,https://www.kinopoisk.ru/film/184417/,Saw III,Пила 3 (2006),26.11.2017,5
839818,https://www.kinopoisk.ru/film/839818/, ,Экипаж (2016),20.11.2017,5
86206,https://www.kinopoisk.ru/film/86206/,Saw II,Пила 2 (2005),07.11.2017,7
840250,https://www.kinopoisk.ru/film/840250/, ,Притяжение (2017),04.11.2017,4
762738,https://www.kinopoisk.ru/film/762738/,John Wick,Джон Уик (2014),26.10.2017,4
948999,https://www.kinopoisk.ru/film/948999/, ,Жених (2016),19.10.2017,4
923510,https://www.kinopoisk.ru/film/923510/,That Sugar Film,Сахар (2014),10.09.2017,10
64187,https://www.kinopoisk.ru/film/64187/,Saw,Пила: Игра на выживание (2004),12.08.2017,9
63912,https://www.kinopoisk.ru/film/63912/,Il bisbetico domato,Укрощение строптивого (1980),11.08.2017,10
8932,https://www.kinopoisk.ru/film/8932/,Garfield,Гарфилд (2004),09.08.2017,7
462553,https://www.kinopoisk.ru/film/462553/,True Grit,Железная хватка (2010),09.08.2017,5
104924,https://www.kinopoisk.ru/film/104924/,Perfect Stranger,Идеальный незнакомец (2007),09.08.2017,9
696977,https://www.kinopoisk.ru/film/696977/,The Zero Theorem,Теорема Зеро (2013),06.08.2017,5
927771,https://www.kinopoisk.ru/film/927771/, ,Одноклассницы (2016),05.08.2017,1
601564,https://www.kinopoisk.ru/film/601564/, ,Легенда №17 (2012),05.08.2017,3
678997,https://www.kinopoisk.ru/film/678997/,Contracted,Инфекция (2013),02.08.2017,4
462662,https://www.kinopoisk.ru/film/462662/,The Bounty Hunter,Охотник за головами (2010),02.08.2017,4
4840,https://www.kinopoisk.ru/film/4840/,Maid in Manhattan,Госпожа горничная (2002),02.08.2017,5
78750,https://www.kinopoisk.ru/film/78750/,Running Scared,Беги без оглядки (2005),02.08.2017,8
371,https://www.kinopoisk.ru/film/371/,Saving Private Ryan,Спасти рядового Райана (1998),29.07.2017,10
280938,https://www.kinopoisk.ru/film/280938/, ,Адмиралъ (2008),22.07.2017,5
409295,https://www.kinopoisk.ru/film/409295/,Source Code,Исходный код (2011),21.07.2017,8
760829,https://www.kinopoisk.ru/film/760829/,Coherence,Связь (2012),09.07.2017,10
524631,https://www.kinopoisk.ru/film/524631/,Erased,Экспат (2011),01.07.2017,3
966995,https://www.kinopoisk.ru/film/966995/,Life,Живое (2017),11.06.2017,9
102383,https://www.kinopoisk.ru/film/102383/,Wonder Woman,Чудо-женщина (2017),10.06.2017,7
695548,https://www.kinopoisk.ru/film/695548/,Alien: Covenant,Чужой: Завет (2017),30.05.2017,9
780470,https://www.kinopoisk.ru/film/780470/,Inferno,Инферно (2016),28.05.2017,6
271513,https://www.kinopoisk.ru/film/271513/, ,Дикари (2006),06.05.2017,5
485261,https://www.kinopoisk.ru/film/485261/,Tucker and Dale vs Evil,Убойные каникулы (2010),04.05.2017,7
690615,https://www.kinopoisk.ru/film/690615/,Assassin's Creed,Кредо убийцы (2016),22.04.2017,2
742026,https://www.kinopoisk.ru/film/742026/, ,Битва за Севастополь (2015),12.04.2017,8
462754,https://www.kinopoisk.ru/film/462754/,The Wolverine,Росомаха: Бессмертный (2013),25.03.2017,6
807682,https://www.kinopoisk.ru/film/807682/,Logan,Логан (2017),09.03.2017,10
946883,https://www.kinopoisk.ru/film/946883/, ,"Гуляй, Вася! (2016)",26.02.2017,5
718811,https://www.kinopoisk.ru/film/718811/,Arrival,Прибытие (2016),23.02.2017,7
909898,https://www.kinopoisk.ru/film/909898/,Nocturnal Animals,Под покровом ночи (2016),23.02.2017,10
841081,https://www.kinopoisk.ru/film/841081/,La La Land,Ла-Ла Ленд (2016),29.01.2017,9
502838,https://www.kinopoisk.ru/series/502838/,Sherlock,"Шерлок (сериал, 2010 – 2017)",16.01.2017,8
602749,https://www.kinopoisk.ru/film/602749/,War Dogs,Парни со стволами (2016),07.01.2017,7
778218,https://www.kinopoisk.ru/film/778218/, ,Хардкор (2016),05.01.2017,9
470689,https://www.kinopoisk.ru/film/470689/,Passengers,Пассажиры (2016),04.01.2017,6
819101,https://www.kinopoisk.ru/film/819101/,The Hateful Eight,Омерзительная восьмерка (2015),03.01.2017,9
786958,https://www.kinopoisk.ru/film/786958/,Now You See Me 2,Иллюзия обмана 2 (2016),24.12.2016,6
814016,https://www.kinopoisk.ru/film/814016/,X-Men: Apocalypse,Люди Икс: Апокалипсис (2016),10.12.2016,10
468522,https://www.kinopoisk.ru/film/468522/,Suicide Squad,Отряд самоубийц (2016),03.12.2016,5
817245,https://www.kinopoisk.ru/film/817245/,Jack Reacher: Never Go Back,Джек Ричер 2: Никогда не возвращайся (2016),13.11.2016,4
840234,https://www.kinopoisk.ru/film/840234/, ,Дуэлянт (2016),04.10.2016,8
557804,https://www.kinopoisk.ru/film/557804/,Sausage Party,Полный расколбас (2016),16.09.2016,9
782792,https://www.kinopoisk.ru/film/782792/,Spy,Шпион (2015),11.09.2016,6
93377,https://www.kinopoisk.ru/film/93377/,Hot Fuzz,Типа крутые легавые (2007),05.07.2016,6
723988,https://www.kinopoisk.ru/film/723988/,Alice Through the Looking Glass,Алиса в Зазеркалье (2016),28.06.2016,5
843463,https://www.kinopoisk.ru/film/843463/,10 Cloverfield Lane,"Кловерфилд, 10 (2016)",19.06.2016,6
522,https://www.kinopoisk.ru/film/522/,"Lock, Stock and Two Smoking Barrels","Карты, деньги, два ствола (1998)",19.06.2016,10
436225,https://www.kinopoisk.ru/film/436225/,Terminator Genisys,Терминатор: Генезис (2015),04.06.2016,8
277328,https://www.kinopoisk.ru/film/277328/,Warcraft,Варкрафт (2016),26.05.2016,9
673910,https://www.kinopoisk.ru/film/673910/,Enemy,Враг (2013),03.05.2016,10
770631,https://www.kinopoisk.ru/film/770631/,Batman v Superman: Dawn of Justice,Бэтмен против Супермена: На заре справедливости (2016),07.04.2016,10
840754,https://www.kinopoisk.ru/film/840754/, ,А зори здесь тихие... (2015),01.04.2016,8
453406,https://www.kinopoisk.ru/film/453406/,Mad Max: Fury Road,Безумный Макс: Дорога ярости (2015),26.03.2016,8
775276,https://www.kinopoisk.ru/film/775276/,Zootopia,Зверополис (2016),17.03.2016,9
817506,https://www.kinopoisk.ru/series/817506/,The Flash,"Флэш (сериал, 2014 – 2023)",03.03.2016,5
596985,https://www.kinopoisk.ru/film/596985/,Victor Frankenstein,Виктор Франкенштейн (2015),23.02.2016,6
784455,https://www.kinopoisk.ru/film/784455/,Man Up,Краденое свидание (2015),16.02.2016,10
462360,https://www.kinopoisk.ru/film/462360/,Deadpool,Дэдпул (2016),14.02.2016,10
195496,https://www.kinopoisk.ru/film/195496/,Ant-Man,Человек-муравей (2015),20.01.2016,8
471642,https://www.kinopoisk.ru/film/471642/,Fantastic Four,Фантастическая четверка (2015),10.01.2016,3
841700,https://www.kinopoisk.ru/film/841700/,The Martian,Марсианин (2015),07.01.2016,10
518042,https://www.kinopoisk.ru/film/518042/,The Man from U.N.C.L.E.,Агенты А.Н.К.Л. (2015),01.01.2016,7
655435,https://www.kinopoisk.ru/film/655435/,Self/less,Вне/себя (2015),19.12.2015,4
760815,https://www.kinopoisk.ru/film/760815/,Nightcrawler,Стрингер (2013),11.12.2015,8
779602,https://www.kinopoisk.ru/film/779602/,Who Am I - Kein System ist sicher,Кто я (2014),28.11.2015,10
678552,https://www.kinopoisk.ru/film/678552/,Spectre,007: СПЕКТР (2015),13.11.2015,7
575613,https://www.kinopoisk.ru/film/575613/,The Maze Runner,Бегущий в лабиринте (2014),05.11.2015,9
195563,https://www.kinopoisk.ru/film/195563/,1408,1408 (2007),01.11.2015,5
5492,https://www.kinopoisk.ru/film/5492/,Eternal Sunshine of the Spotless Mind,Вечное сияние чистого разума (2004),20.10.2015,10
762833,https://www.kinopoisk.ru/film/762833/,Beyond the Reach,Игра на выживание (2014),17.09.2015,8
749540,https://www.kinopoisk.ru/film/749540/,Kingsman: The Secret Service,Kingsman: Секретная служба (2015),30.08.2015,9
893218,https://www.kinopoisk.ru/film/893218/, ,Крым. Путь на Родину (2015),24.08.2015,8
762373,https://www.kinopoisk.ru/series/762373/, ,"Орёл и решка (сериал, 2011)",21.08.2015,8
505966,https://www.kinopoisk.ru/film/505966/,Jupiter Ascending,Восхождение Юпитер (2015),17.08.2015,2
252063,https://www.kinopoisk.ru/film/252063/, ,Питер FM (2006),24.07.2015,6
450213,https://www.kinopoisk.ru/film/450213/,The Blind Side,Невидимая сторона (2009),22.07.2015,9
566387,https://www.kinopoisk.ru/film/566387/,21 & Over,21 и больше (2013),16.07.2015,2
677880,https://www.kinopoisk.ru/film/677880/,Runner Runner,Va-банк (2013),11.07.2015,5
680824,https://www.kinopoisk.ru/film/680824/,Focus,Фокус (2014),04.07.2015,9
46789,https://www.kinopoisk.ru/film/46789/, ,12 стульев (1971),10.06.2015,10
824954,https://www.kinopoisk.ru/film/824954/,Kung Fury,Кунг Фьюри (2015),07.06.2015,8
461206,https://www.kinopoisk.ru/film/461206/,Teenage Mutant Ninja Turtles,Черепашки-ниндзя (2014),31.05.2015,8
338,https://www.kinopoisk.ru/film/338/,Star Wars: Episode V - The Empire Strikes Back,Звёздные войны: Эпизод 5 – Империя наносит ответный удар (1980),07.05.2015,7
333,https://www.kinopoisk.ru/film/333/,Star Wars,Звёздные войны: Эпизод 4 – Новая надежда (1977),05.05.2015,8
743392,https://www.kinopoisk.ru/film/743392/,Jeune & jolie,Молода и прекрасна (2013),27.04.2015,8
635772,https://www.kinopoisk.ru/film/635772/,The Imitation Game,Игра в имитацию (2014),23.02.2015,7
689066,https://www.kinopoisk.ru/film/689066/,Guardians of the Galaxy,Стражи Галактики (2014),04.02.2015,8
70952,https://www.kinopoisk.ru/film/70952/, ,72 метра (2004),04.02.2015,8
722827,https://www.kinopoisk.ru/film/722827/,Birdman or (The Unexpected Virtue of Ignorance),Бёрдмэн (2014),03.02.2015,9
597687,https://www.kinopoisk.ru/film/597687/,X-Men: Days of Future Past,Люди Икс: Дни минувшего будущего (2014),12.01.2015,8
692861,https://www.kinopoisk.ru/film/692861/,Gone Girl,Исчезнувшая (2014),10.01.2015,6
596001,https://www.kinopoisk.ru/film/596001/,Noah,Ной (2014),08.01.2015,4
423210,https://www.kinopoisk.ru/film/423210/,3 Idiots,Три идиота (2009),07.01.2015,8
502733,https://www.kinopoisk.ru/film/502733/, ,О чём ещё говорят мужчины (2011),05.01.2015,3
259931,https://www.kinopoisk.ru/film/259931/,Koursk: Un sous-marin en eaux troubles,Курск: Субмарина в мутной воде (2004),05.01.2015,8
749507,https://www.kinopoisk.ru/film/749507/,The Pyramid,Пирамида (2014),13.12.2014,6
463686,https://www.kinopoisk.ru/film/463686/,Escape Plan,План побега (2013),09.11.2014,5
260991,https://www.kinopoisk.ru/film/260991/,Godzilla,Годзилла (2014),02.11.2014,4
672899,https://www.kinopoisk.ru/film/672899/,22 Jump Street,Мачо и ботан 2 (2014),25.10.2014,8
606646,https://www.kinopoisk.ru/film/606646/,12 Years a Slave,12 лет рабства (2013),04.10.2014,8
595938,https://www.kinopoisk.ru/film/595938/,Thor: The Dark World,Тор 2: Царство тьмы (2013),28.09.2014,3
780451,https://www.kinopoisk.ru/film/780451/,Bad Grandpa,Несносный дед (2013),07.09.2014,9
602409,https://www.kinopoisk.ru/film/602409/,The Amazing Spider-Man 2,Новый Человек-паук: Высокое напряжение (2014),03.09.2014,7
592203,https://www.kinopoisk.ru/film/592203/,Flight,Экипаж (2012),26.08.2014,8
104901,https://www.kinopoisk.ru/film/104901/,Hitman,Хитмэн (2007),24.08.2014,2
77454,https://www.kinopoisk.ru/film/77454/,Hitch,Правила съема: Метод Хитча (2005),21.08.2014,7
195524,https://www.kinopoisk.ru/film/195524/,I Am Legend,Я – легенда (2007),20.08.2014,9
258885,https://www.kinopoisk.ru/film/258885/,The Bucket List,Пока не сыграл в ящик (2007),19.08.2014,6
760376,https://www.kinopoisk.ru/film/760376/,Wish I Was Here,Хотел бы я быть здесь (2014),15.08.2014,5
681849,https://www.kinopoisk.ru/film/681849/,La migliore offerta,Лучшее предложение (2012),13.08.2014,10
464130,https://www.kinopoisk.ru/film/464130/,Up in the Air,Мне бы в небо (2009),11.08.2014,7
450760,https://www.kinopoisk.ru/film/450760/,Signs,Знаки (2008),02.08.2014,9
679554,https://www.kinopoisk.ru/film/679554/, ,Всё и сразу (2013),02.08.2014,9
795847,https://www.kinopoisk.ru/film/795847/, ,Кухня в Париже (2014),01.08.2014,6
417840,https://www.kinopoisk.ru/film/417840/, ,Каникулы строгого режима (2009),29.07.2014,8
335,https://www.kinopoisk.ru/film/335/,Memento,Помни (2000),11.07.2014,10
635177,https://www.kinopoisk.ru/film/635177/,American Hustle,Афера по-американски (2013),05.07.2014,5
683999,https://www.kinopoisk.ru/film/683999/,The Grand Budapest Hotel,Отель «Гранд Будапешт» (2014),04.07.2014,9
505851,https://www.kinopoisk.ru/film/505851/,Edge of Tomorrow,Грань будущего (2014),19.06.2014,6
666731,https://www.kinopoisk.ru/film/666731/,Don Jon,Страсти Дон Жуана (2013),17.06.2014,6
470185,https://www.kinopoisk.ru/film/470185/,Oblivion,Обливион (2013),13.06.2014,10
468571,https://www.kinopoisk.ru/film/468571/,Last Vegas,Starперцы (2013),09.06.2014,4
461934,https://www.kinopoisk.ru/film/461934/,"I, Frankenstein","Я, Франкенштейн (2013)",01.06.2014,7
468102,https://www.kinopoisk.ru/film/468102/, ,О чём говорят мужчины (2010),10.05.2014,7
546915,https://www.kinopoisk.ru/film/546915/,Pacific Rim,Тихоокеанский рубеж (2013),03.04.2014,3
591789,https://www.kinopoisk.ru/film/591789/,After the Dark,Философы: Урок выживания (2013),01.04.2014,3
806273,https://www.kinopoisk.ru/film/806273/,Mr Hublot,Господин Иллюминатор (2013),24.03.2014,6
273302,https://www.kinopoisk.ru/film/273302/,The Mist,Мгла (2007),17.03.2014,7
468466,https://www.kinopoisk.ru/film/468466/,Gravity,Гравитация (2013),09.03.2014,5
416183,https://www.kinopoisk.ru/film/416183/,RoboCop,РобоКоп (2014),24.02.2014,5
586397,https://www.kinopoisk.ru/film/586397/,Django Unchained,Джанго освобожденный (2012),15.02.2014,8
462682,https://www.kinopoisk.ru/film/462682/,The Wolf of Wall Street,Волк с Уолл-стрит (2013),12.02.2014,6
489439,https://www.kinopoisk.ru/film/489439/,The Last Stand,Возвращение героя (2013),08.02.2014,5
40775,https://www.kinopoisk.ru/film/40775/, ,Турецкий гамбит (2005),05.02.2014,6
675649,https://www.kinopoisk.ru/film/675649/,White House Down,Штурм Белого дома (2013),02.02.2014,5
462454,https://www.kinopoisk.ru/film/462454/,R.I.P.D.,Призрачный патруль (2013),23.01.2014,4
652659,https://www.kinopoisk.ru/film/652659/, ,Ёлки 3 (2013),23.01.2014,8
662596,https://www.kinopoisk.ru/film/662596/,About Time,Бойфренд из будущего (2013),06.01.2014,10
596227,https://www.kinopoisk.ru/film/596227/,Pain & Gain,Кровью и потом: Анаболики (2013),02.01.2014,9
600847,https://www.kinopoisk.ru/film/600847/,The Hangover Part III,Мальчишник: Часть III (2013),01.01.2014,5
577285,https://www.kinopoisk.ru/film/577285/,After Earth,После нашей эры (2013),01.01.2014,6
252667,https://www.kinopoisk.ru/film/252667/,Man of Steel,Человек из стали (2013),15.12.2013,5
745274,https://www.kinopoisk.ru/film/745274/, ,Остров везения (2013),14.12.2013,4
653696,https://www.kinopoisk.ru/film/653696/, ,Географ глобус пропил (2013),26.11.2013,8
77435,https://www.kinopoisk.ru/film/77435/,Le scaphandre et le papillon,Скафандр и бабочка (2007),23.11.2013,8
463724,https://www.kinopoisk.ru/film/463724/,The Great Gatsby,Великий Гэтсби (2013),04.11.2013,10
282491,https://www.kinopoisk.ru/film/282491/,Validation,Подтверждение (2007),11.10.2013,8
432725,https://www.kinopoisk.ru/film/432725/,Movie 43,Муви 43 (2013),30.09.2013,5
677798,https://www.kinopoisk.ru/film/677798/,Jobs,Джобс: Империя соблазна (2013),29.09.2013,5
582170,https://www.kinopoisk.ru/film/582170/,We're the Millers,Мы – Миллеры (2013),17.09.2013,8
636356,https://www.kinopoisk.ru/film/636356/, ,На Байкал (2011),20.08.2013,7
679550,https://www.kinopoisk.ru/film/679550/, ,Дублёр (2012),18.08.2013,5
542600,https://www.kinopoisk.ru/film/542600/,Kokowääh,Соблазнитель (2010),11.08.2013,7
651645,https://www.kinopoisk.ru/series/651645/, ,"Люди Хэ (сериал, 2011 – 2013)",07.08.2013,8
427542,https://www.kinopoisk.ru/film/427542/,Battle: Los Angeles,Инопланетное вторжение: Битва за Лос-Анджелес (2011),07.08.2013,7
280176,https://www.kinopoisk.ru/film/280176/,The Day the Earth Stood Still,"День, когда Земля остановилась (2008)",31.07.2013,3
462938,https://www.kinopoisk.ru/film/462938/,Silver Linings Playbook,Мой парень – псих (2012),12.07.2013,6
417583,https://www.kinopoisk.ru/film/417583/,Jack Reacher,Джек Ричер (2012),11.07.2013,8
521689,https://www.kinopoisk.ru/film/521689/, ,Метро (2012),10.07.2013,7
577673,https://www.kinopoisk.ru/film/577673/,The Place Beyond the Pines,Место под соснами (2012),06.07.2013,9
489415,https://www.kinopoisk.ru/film/489415/,Premium Rush,Срочная доставка (2012),02.07.2013,5
522892,https://www.kinopoisk.ru/film/522892/,Now You See Me,Иллюзия обмана (2013),01.07.2013,9
559242,https://www.kinopoisk.ru/film/559242/,Chronicle,Хроника (2012),25.06.2013,8
506005,https://www.kinopoisk.ru/film/506005/,Oz the Great and Powerful,Оз: Великий и Ужасный (2013),21.06.2013,5
766592,https://www.kinopoisk.ru/film/766592/,The Smile Man,Человек-улыбка (2013),21.06.2013,7
37547,https://www.kinopoisk.ru/film/37547/,Awake,Наркоз (2007),04.05.2013,9
277537,https://www.kinopoisk.ru/series/277537/,Dexter,"Декстер (сериал, 2006 – 2013)",04.05.2013,9
462762,https://www.kinopoisk.ru/film/462762/,Iron Man Three,Железный человек 3 (2013),03.05.2013,6
77444,https://www.kinopoisk.ru/film/77444/,Hooligans,Хулиганы (2005),03.05.2013,10
523248,https://www.kinopoisk.ru/film/523248/,The Perks of Being a Wallflower,Хорошо быть тихоней (2012),24.03.2013,9
406148,https://www.kinopoisk.ru/series/406148/,Desu noto,"Тетрадь смерти (сериал, 2006 – 2007)",06.03.2013,6
395787,https://www.kinopoisk.ru/film/395787/,Seven Pounds,Семь жизней (2008),22.02.2013,10
5129,https://www.kinopoisk.ru/film/5129/,American Pie,Американский пирог (1999),10.02.2013,7
196748,https://www.kinopoisk.ru/film/196748/,The Losers,Лузеры (2010),09.02.2013,7
870,https://www.kinopoisk.ru/film/870/,Vanilla Sky,Ванильное небо (2001),07.02.2013,9
497077,https://www.kinopoisk.ru/film/497077/,Warm Bodies,Тепло наших тел (2013),07.02.2013,9
687595,https://www.kinopoisk.ru/series/687595/, ,"Кухня (сериал, 2012 – 2016)",05.02.2013,7
542581,https://www.kinopoisk.ru/film/542581/, ,Неадекватные люди (2010),28.01.2013,7
413080,https://www.kinopoisk.ru/film/413080/,21 Jump Street,Мачо и ботан (2012),26.01.2013,7
86573,https://www.kinopoisk.ru/film/86573/,The Invisible,Невидимый (2007),08.01.2013,3
276295,https://www.kinopoisk.ru/film/276295/,In Bruges,Залечь на дно в Брюгге (2007),06.01.2013,10
261363,https://www.kinopoisk.ru/film/261363/,Superbad,SuperПерцы (2007),06.01.2013,6
706,https://www.kinopoisk.ru/film/706/,I Am Sam,Я – Сэм (2001),05.01.2013,8
437410,https://www.kinopoisk.ru/film/437410/,The Dark Knight Rises,Темный рыцарь: Возрождение легенды (2012),04.01.2013,10
81584,https://www.kinopoisk.ru/film/81584/,Barfuss,Босиком по мостовой (2005),03.01.2013,9
466844,https://www.kinopoisk.ru/film/466844/,Battleship,Морской бой (2012),01.01.2013,4
419875,https://www.kinopoisk.ru/film/419875/,Loose Change: Second Edition,Разменная монета: Второе издание (2005),01.01.2013,9
394455,https://www.kinopoisk.ru/film/394455/,Fighting,Бой без правил (2009),30.12.2012,3
61439,https://www.kinopoisk.ru/film/61439/,Meet the Fockers,Знакомство с Факерами (2004),27.12.2012,6
462884,https://www.kinopoisk.ru/film/462884/,That's My Boy,Папа-досвидос (2012),23.12.2012,3
453374,https://www.kinopoisk.ru/film/453374/,Total Recall,Вспомнить всё (2012),16.12.2012,5
