kp_id,kp_url,kp_full_name,name,vote_date,vote
530,https://www.kinopoisk.ru/film/530/,Игры разума (2001),A Beautiful Mind,14.12.2012,10
259876,https://www.kinopoisk.ru/film/259876/,Особо опасен (2008),Wanted,13.12.2012,7
471587,https://www.kinopoisk.ru/film/471587/,Хочу как ты (2011),The Change-Up,02.12.2012,6
324,https://www.kinopoisk.ru/film/324/,"Поймай меня, если сможешь (2002)",Catch Me If You Can,02.12.2012,9
451190,https://www.kinopoisk.ru/film/451190/,Олимпиус Инферно (2009), ,24.11.2012,6
692309,https://www.kinopoisk.ru/film/692309/,Halo 4: Идущий к рассвету (2012),Halo 4: Forward Unto Dawn,23.11.2012,7
271748,https://www.kinopoisk.ru/series/271748/,"Герои (сериал, 2006 – 2010)",Heroes,23.11.2012,8
464282,https://www.kinopoisk.ru/film/464282/,Впритык (2010),Due Date,23.11.2012,7
311268,https://www.kinopoisk.ru/film/311268/,Никогда не сдавайся (2008),Never Back Down,21.11.2012,8
409372,https://www.kinopoisk.ru/film/409372/,500 дней лета (2009),(500) Days of Summer,15.11.2012,9
390738,https://www.kinopoisk.ru/film/390738/,Прости за любовь (2008),Scusa ma ti chiamo amore,13.11.2012,6
416824,https://www.kinopoisk.ru/film/416824/,Рок-волна (2009),The Boat That Rocked,11.11.2012,7
493992,https://www.kinopoisk.ru/film/493992/,Эта дурацкая любовь (2011),"Crazy, Stupid, Love.",09.11.2012,8
464484,https://www.kinopoisk.ru/film/464484/,Облачный атлас (2012),Cloud Atlas,05.11.2012,10
467099,https://www.kinopoisk.ru/film/467099/,Прометей (2012),Prometheus,04.11.2012,8
655800,https://www.kinopoisk.ru/series/655800/,"Черное зеркало (сериал, 2011 – 2019)",Black Mirror,04.11.2012,9
455773,https://www.kinopoisk.ru/film/455773/,Люди в черном 3 (2012),Men in Black 3,30.10.2012,9
408871,https://www.kinopoisk.ru/film/408871/,007: Координаты «Скайфолл» (2012),Skyfall,28.10.2012,7
278217,https://www.kinopoisk.ru/film/278217/,Новый Человек-паук (2012),The Amazing Spider-Man,24.10.2012,8
374718,https://www.kinopoisk.ru/film/374718/,Монстро (2007),Cloverfield,06.09.2012,8
507817,https://www.kinopoisk.ru/film/507817/,Третий лишний (2012),Ted,08.08.2012,7
603616,https://www.kinopoisk.ru/film/603616/,Три метра над уровнем неба: Я тебя хочу (2012),Tengo ganas de ti,08.08.2012,6
5090,https://www.kinopoisk.ru/film/5090/,Евротур (2004),EuroTrip,10.07.2012,9
398624,https://www.kinopoisk.ru/film/398624/,Секс-драйв (2008),Sex Drive,10.07.2012,7
523362,https://www.kinopoisk.ru/film/523362/,Три метра над уровнем неба (2010),Tres metros sobre el cielo,07.07.2012,9
89515,https://www.kinopoisk.ru/film/89515/,Гарри Поттер и Принц-полукровка (2009),Harry Potter and the Half-Blood Prince,06.07.2012,8
474953,https://www.kinopoisk.ru/film/474953/,Шерлок Холмс: Игра теней (2011),Sherlock Holmes: A Game of Shadows,06.07.2012,6
507440,https://www.kinopoisk.ru/film/507440/,Проект X: Дорвались (2012),Project X,03.07.2012,9
535341,https://www.kinopoisk.ru/film/535341/,1+1 (2011),Intouchables,26.06.2012,10
463577,https://www.kinopoisk.ru/film/463577/,Пингвины мистера Поппера (2011),Mr. Popper's Penguins,15.05.2012,7
367,https://www.kinopoisk.ru/film/367/,Реквием по мечте (2000),Requiem for a Dream,08.05.2012,8
263531,https://www.kinopoisk.ru/film/263531/,Мстители (2012),The Avengers,08.05.2012,9
507169,https://www.kinopoisk.ru/film/507169/,Туман (2010), ,06.05.2012,8
402550,https://www.kinopoisk.ru/film/402550/,"Я люблю тебя, Филлип Моррис (2008)",I Love You Phillip Morris,05.05.2012,9
406175,https://www.kinopoisk.ru/film/406175/,Иван Царевич и Серый Волк (2011), ,03.05.2012,8
257774,https://www.kinopoisk.ru/film/257774/,Обитаемый остров (2008), ,11.04.2012,5
462548,https://www.kinopoisk.ru/film/462548/,"Шпион, выйди вон! (2011)",Tinker Tailor Soldier Spy,11.04.2012,8
565158,https://www.kinopoisk.ru/film/565158/,Август. Восьмого (2012), ,07.04.2012,4
491724,https://www.kinopoisk.ru/film/491724/,Девушка с татуировкой дракона (2011),The Girl with the Dragon Tattoo,31.03.2012,10
9544,https://www.kinopoisk.ru/film/9544/,Крепкий орешек 4.0 (2007),Live Free or Die Hard,13.02.2012,8
195615,https://www.kinopoisk.ru/film/195615/,Механик (2010),The Mechanic,10.02.2012,7
428134,https://www.kinopoisk.ru/film/428134/,Звуки шума (2010),Sound of Noise,05.02.2012,8
501293,https://www.kinopoisk.ru/film/501293/,Погоня (2011),Abduction,30.01.2012,6
460523,https://www.kinopoisk.ru/film/460523/,Хищники (2010),Predators,30.01.2012,7
355,https://www.kinopoisk.ru/film/355/,Пианист (2002),The Pianist,30.01.2012,10
573817,https://www.kinopoisk.ru/film/573817/,Ёлки 2 (2011), ,28.01.2012,10
102611,https://www.kinopoisk.ru/film/102611/,10 000 лет до н.э. (2008),"10,000 BC",27.01.2012,6
88198,https://www.kinopoisk.ru/film/88198/,Живая сталь (2011),Real Steel,25.01.2012,8
507676,https://www.kinopoisk.ru/film/507676/,Агент Джонни Инглиш: Перезагрузка (2011),Johnny English Reborn,24.01.2012,9
278208,https://www.kinopoisk.ru/film/278208/,Солдаты неудачи (2008),Tropic Thunder,20.01.2012,10
14339,https://www.kinopoisk.ru/film/14339/,Такси 3 (2003),Taxi 3,18.01.2012,7
854,https://www.kinopoisk.ru/film/854/,Такси 2 (2000),Taxi 2,15.01.2012,6
14349,https://www.kinopoisk.ru/film/14349/,Такси (1998),Taxi,14.01.2012,8
506349,https://www.kinopoisk.ru/film/506349/,Пункт назначения 5 (2011),Final Destination 5,09.01.2012,7
455188,https://www.kinopoisk.ru/film/455188/,Рыцарь дня (2010),Knight and Day,07.01.2012,9
522094,https://www.kinopoisk.ru/film/522094/,Вампирский засос (2010),Vampires Suck,05.01.2012,4
432791,https://www.kinopoisk.ru/film/432791/,"Человек, который изменил всё (2011)",Moneyball,05.01.2012,10
258054,https://www.kinopoisk.ru/series/258054/,"Американский папаша (сериал, 2005 – ...)",American Dad!,04.01.2012,4
161252,https://www.kinopoisk.ru/series/161252/,"Южный Парк (сериал, 1997 – ...)",South Park,04.01.2012,8
81961,https://www.kinopoisk.ru/film/81961/,Ковбои против пришельцев (2011),Cowboys & Aliens,03.01.2012,5
258759,https://www.kinopoisk.ru/film/258759/,Пастырь (2011),Priest,02.01.2012,7
81041,https://www.kinopoisk.ru/film/81041/,Алеша Попович и Тугарин Змей (2004), ,01.01.2012,9
517433,https://www.kinopoisk.ru/film/517433/,Супер 8 (2011),Super 8,25.12.2011,4
84674,https://www.kinopoisk.ru/film/84674/,9 рота (2005), ,24.12.2011,7
321845,https://www.kinopoisk.ru/film/321845/,Кандагар (2009), ,24.12.2011,8
407636,https://www.kinopoisk.ru/film/407636/,Гарри Поттер и Дары Смерти: Часть II (2011),Harry Potter and the Deathly Hallows: Part 2,23.12.2011,10
465673,https://www.kinopoisk.ru/film/465673/,Очень плохая училка (2011),Bad Teacher,18.12.2011,7
427198,https://www.kinopoisk.ru/film/427198/,Социальная сеть (2010),The Social Network,18.12.2011,10
470179,https://www.kinopoisk.ru/film/470179/,Красная Шапочка (2011),Red Riding Hood,18.12.2011,6
517988,https://www.kinopoisk.ru/film/517988/,Время (2011),In Time,18.12.2011,7
257401,https://www.kinopoisk.ru/film/257401/,Ангелы и Демоны (2009),Angels & Demons,17.12.2011,9
420923,https://www.kinopoisk.ru/film/420923/,Шерлок Холмс (2009),Sherlock Holmes,17.12.2011,9
77711,https://www.kinopoisk.ru/film/77711/,Код Да Винчи (2006),The Da Vinci Code,17.12.2011,8
160946,https://www.kinopoisk.ru/film/160946/,Первый мститель (2011),Captain America: The First Avenger,15.12.2011,5
401177,https://www.kinopoisk.ru/film/401177/,Сумерки (2008),Twilight,11.12.2011,5
41109,https://www.kinopoisk.ru/film/41109/,Сёстры (2001), ,11.12.2011,8
5908,https://www.kinopoisk.ru/film/5908/,Кинг Конг (2005),King Kong,11.12.2011,9
463738,https://www.kinopoisk.ru/film/463738/,Восстание планеты обезьян (2011),Rise of the Planet of the Apes,11.12.2011,8
501998,https://www.kinopoisk.ru/series/501998/,"Интерны (сериал, 2010 – 2016)", ,10.12.2011,8
38905,https://www.kinopoisk.ru/film/38905/,Чарли и шоколадная фабрика (2005),Charlie and the Chocolate Factory,10.12.2011,6
63991,https://www.kinopoisk.ru/film/63991/,Пираты Карибского моря: Сундук мертвеца (2006),Pirates of the Caribbean: Dead Man's Chest,10.12.2011,9
102124,https://www.kinopoisk.ru/film/102124/,Пираты Карибского моря: На краю света (2007),Pirates of the Caribbean: At World's End,10.12.2011,10
9691,https://www.kinopoisk.ru/film/9691/,Бесславные ублюдки (2009),Inglourious Basterds,10.12.2011,7
455338,https://www.kinopoisk.ru/film/455338/,Мальчишник 2: Из Вегаса в Бангкок (2011),The Hangover Part II,10.12.2011,10
102146,https://www.kinopoisk.ru/film/102146/,Кот в сапогах (2011),Puss in Boots,10.12.2011,8
496943,https://www.kinopoisk.ru/film/496943/,Форсаж 5 (2011),Fast Five,08.10.2011,6
406294,https://www.kinopoisk.ru/film/406294/,Зеленый Фонарь (2011),Green Lantern,02.10.2011,5
81885,https://www.kinopoisk.ru/film/81885/,D.O.A.: Живым или мертвым (2006),DOA: Dead or Alive,25.09.2011,8
258941,https://www.kinopoisk.ru/film/258941/,Тор (2011),Thor,12.09.2011,6
408410,https://www.kinopoisk.ru/film/408410/,Гран Торино (2008),Gran Torino,27.07.2011,10
274730,https://www.kinopoisk.ru/film/274730/,Ларго Винч: Начало (2008),Largo Winch,26.07.2011,7
102151,https://www.kinopoisk.ru/film/102151/,Хэнкок (2008),Hancock,26.07.2011,8
484878,https://www.kinopoisk.ru/film/484878/,127 часов (2010),127 Hours,24.07.2011,10
413362,https://www.kinopoisk.ru/film/413362/,Миллионер из трущоб (2008),Slumdog Millionaire,22.07.2011,9
404510,https://www.kinopoisk.ru/film/404510/,Тело Дженнифер (2009),Jennifer's Body,21.07.2011,5
341,https://www.kinopoisk.ru/film/341/,Амели (2001),Le Fabuleux destin d'Amélie Poulain,21.07.2011,10
258475,https://www.kinopoisk.ru/film/258475/,Квант милосердия (2008),Quantum of Solace,19.07.2011,9
49844,https://www.kinopoisk.ru/film/49844/,Казино Рояль (2006),Casino Royale,19.07.2011,9
460589,https://www.kinopoisk.ru/series/460589/,"Прожекторперисхилтон (сериал, 2008 – 2017)", ,19.07.2011,9
406408,https://www.kinopoisk.ru/film/406408/,Законопослушный гражданин (2009),Law Abiding Citizen,19.07.2011,9
4541,https://www.kinopoisk.ru/film/4541/,Шоу Трумана (1998),The Truman Show,19.07.2011,10
485311,https://www.kinopoisk.ru/film/485311/,Король говорит! (2010),The King's Speech,19.07.2011,10
412248,https://www.kinopoisk.ru/film/412248/,"Все умрут, а я останусь (2008)", ,17.07.2011,4
493098,https://www.kinopoisk.ru/series/493098/,"Школа (сериал, 2010)", ,17.07.2011,9
86208,https://www.kinopoisk.ru/film/86208/,«V» значит Вендетта (2006),V for Vendetta,16.07.2011,9
255380,https://www.kinopoisk.ru/film/255380/,Невероятный Халк (2008),The Incredible Hulk,15.07.2011,7
1796,https://www.kinopoisk.ru/film/1796/,Дюплекс (2003),Duplex,15.07.2011,8
61249,https://www.kinopoisk.ru/film/61249/,Тачки (2006),Cars,15.07.2011,9
258328,https://www.kinopoisk.ru/film/258328/,История игрушек: Большой побег (2010),Toy Story 3,15.07.2011,8
2213,https://www.kinopoisk.ru/film/2213/,Титаник (1997),Titanic,15.07.2011,9
81555,https://www.kinopoisk.ru/film/81555/,Загадочная история Бенджамина Баттона (2008),The Curious Case of Benjamin Button,15.07.2011,9
402626,https://www.kinopoisk.ru/film/402626/,Чудаки 3D (2010),Jackass 3D,15.07.2011,6
220589,https://www.kinopoisk.ru/film/220589/,Телепорт (2008),Jumper,15.07.2011,9
86193,https://www.kinopoisk.ru/series/86193/,"Тайны Смолвиля (сериал, 2001 – 2011)",Smallville,15.07.2011,9
104122,https://www.kinopoisk.ru/series/104122/,"Остаться в живых (сериал, 2004 – 2010)",Lost,15.07.2011,8
445124,https://www.kinopoisk.ru/series/445124/,"Разрушители легенд (сериал, 2003 – 2018)",MythBusters,15.07.2011,9
471460,https://www.kinopoisk.ru/film/471460/,По контуру лица (2008), ,15.07.2011,9
84830,https://www.kinopoisk.ru/film/84830/,Жмурки (2005), ,15.07.2011,7
57166,https://www.kinopoisk.ru/film/57166/,Бумер (2003), ,15.07.2011,9
3948,https://www.kinopoisk.ru/film/3948/,Призрачный гонщик (2007),Ghost Rider,14.07.2011,7
467553,https://www.kinopoisk.ru/film/467553/,Мачете (2010),Machete,14.07.2011,8
5185,https://www.kinopoisk.ru/film/5185/,Тупой и еще тупее (1994),Dumb and Dumber,14.07.2011,10
432724,https://www.kinopoisk.ru/film/432724/,Гадкий я (2010),Despicable Me,14.07.2011,5
3491,https://www.kinopoisk.ru/film/3491/,Ван Хельсинг (2004),Van Helsing,13.07.2011,7
426002,https://www.kinopoisk.ru/film/426002/,Легион (2010),Legion,13.07.2011,5
427855,https://www.kinopoisk.ru/film/427855/,Пол: Секретный материальчик (2011),Paul,12.07.2011,9
103785,https://www.kinopoisk.ru/film/103785/,Не пойман – не вор (2006),Inside Man,11.07.2011,9
470656,https://www.kinopoisk.ru/film/470656/,Погребенный заживо (2010),Buried,11.07.2011,10
395690,https://www.kinopoisk.ru/film/395690/,Стиляги (2008), ,09.07.2011,9
668,https://www.kinopoisk.ru/film/668/,Пункт назначения (2000),Final Destination,09.07.2011,10
669,https://www.kinopoisk.ru/film/669/,Пункт назначения 2 (2003),Final Destination 2,09.07.2011,9
89674,https://www.kinopoisk.ru/film/89674/,Пункт назначения 3 (2006),Final Destination 3,09.07.2011,6
405753,https://www.kinopoisk.ru/film/405753/,Пункт назначения 4 (2009),The Final Destination,09.07.2011,6
462358,https://www.kinopoisk.ru/film/462358/,Люди Икс: Первый класс (2011),X-Men: First Class,08.07.2011,8
389,https://www.kinopoisk.ru/film/389/,Леон (1994),Léon,08.07.2011,10
279102,https://www.kinopoisk.ru/film/279102/,ВАЛЛ·И (2008),WALL·E,08.07.2011,10
79883,https://www.kinopoisk.ru/film/79883/,Бумер: Фильм второй (2006), ,08.07.2011,7
41520,https://www.kinopoisk.ru/film/41520/,Брат 2 (2000), ,08.07.2011,10
41519,https://www.kinopoisk.ru/film/41519/,Брат (1997), ,08.07.2011,10
382,https://www.kinopoisk.ru/film/382/,Американская история X (1998),American History X,08.07.2011,10
361,https://www.kinopoisk.ru/film/361/,Бойцовский клуб (1999),Fight Club,08.07.2011,10
448,https://www.kinopoisk.ru/film/448/,Форрест Гамп (1994),Forrest Gump,08.07.2011,10
435,https://www.kinopoisk.ru/film/435/,Зеленая миля (1999),The Green Mile,08.07.2011,10
432550,https://www.kinopoisk.ru/film/432550/,Неудержимые (2010),The Expendables,08.07.2011,8
452765,https://www.kinopoisk.ru/series/452765/,"Даёшь молодёжь! (сериал, 2009 – 2013)", ,03.07.2011,8
412173,https://www.kinopoisk.ru/series/412173/,"Наша Russia (сериал, 2006 – 2011)", ,03.07.2011,7
460576,https://www.kinopoisk.ru/series/460576/,"Большая разница (сериал, 2008 – 2014)", ,03.07.2011,8
471505,https://www.kinopoisk.ru/series/471505/,"Comedy Club (сериал, 2005 – ...)", ,03.07.2011,4
405644,https://www.kinopoisk.ru/series/405644/,"КВН. Высшая лига (сериал, 1961 – ...)", ,03.07.2011,10
469787,https://www.kinopoisk.ru/film/469787/,00:10 (2009), ,03.07.2011,10
260999,https://www.kinopoisk.ru/film/260999/,Битва Титанов (2010),Clash of the Titans,03.07.2011,8
81924,https://www.kinopoisk.ru/film/81924/,300 спартанцев (2007),300,03.07.2011,9
77443,https://www.kinopoisk.ru/film/77443/,Город грехов (2005),Sin City,03.07.2011,10
397496,https://www.kinopoisk.ru/film/397496/,Бросок кобры (2009),G.I. Joe: The Rise of Cobra,29.06.2011,6
61237,https://www.kinopoisk.ru/film/61237/,Железный человек (2008),Iron Man,29.06.2011,8
160932,https://www.kinopoisk.ru/film/160932/,Терминатор: Да придёт спаситель (2009),Terminator Salvation,28.06.2011,7
373391,https://www.kinopoisk.ru/film/373391/,Трансформеры: Месть падших (2009),Transformers: Revenge of the Fallen,28.06.2011,6
411924,https://www.kinopoisk.ru/film/411924/,Железный человек 2 (2010),Iron Man 2,28.06.2011,8
111543,https://www.kinopoisk.ru/film/111543/,Темный рыцарь (2008),The Dark Knight,28.06.2011,9
104904,https://www.kinopoisk.ru/film/104904/,Люди Икс: Начало. Росомаха (2009),X-Men Origins: Wolverine,28.06.2011,9
81288,https://www.kinopoisk.ru/film/81288/,Трансформеры (2007),Transformers,28.06.2011,9
468551,https://www.kinopoisk.ru/film/468551/,Ханна. Совершенное оружие (2010),Hanna,28.06.2011,5
309475,https://www.kinopoisk.ru/film/309475/,Операция «Валькирия» (2008),Valkyrie,27.06.2011,10
102198,https://www.kinopoisk.ru/film/102198/,Иллюзионист (2005),The Illusionist,18.06.2011,10
418761,https://www.kinopoisk.ru/film/418761/,Джона Хекс (2010),Jonah Hex,16.06.2011,3
447301,https://www.kinopoisk.ru/film/447301/,Начало (2010),Inception,10.06.2011,10
87789,https://www.kinopoisk.ru/film/87789/,Пророк (2007),Next,09.06.2011,9
32898,https://www.kinopoisk.ru/film/32898/,Достучаться до небес (1997),Knockin' on Heaven's Door,06.06.2011,10
437555,https://www.kinopoisk.ru/film/437555/,Красавчик 2 (2009),Zweiohrküken,06.06.2011,8
493768,https://www.kinopoisk.ru/film/493768/,Ёлки (2010), ,06.06.2011,8
391766,https://www.kinopoisk.ru/film/391766/,Знакомство со спартанцами (2008),Meet the Spartans,06.06.2011,5
432394,https://www.kinopoisk.ru/film/432394/,ЛОпуХИ: Эпизод первый (2009), ,06.06.2011,3
416089,https://www.kinopoisk.ru/film/416089/,Самый лучший фильм 2 (2009), ,06.06.2011,5
277385,https://www.kinopoisk.ru/film/277385/,Самый лучший фильм (2007), ,06.06.2011,3
195941,https://www.kinopoisk.ru/film/195941/,Супергеройское кино (2008),Superhero Movie,06.06.2011,5
409880,https://www.kinopoisk.ru/film/409880/,Нереальный блокбастер (2008),Disaster Movie,06.06.2011,2
432723,https://www.kinopoisk.ru/film/432723/,Путешествия Гулливера (2010),Gulliver's Travels,05.06.2011,5
413447,https://www.kinopoisk.ru/film/413447/,2012 (2009),2012,05.06.2011,4
102510,https://www.kinopoisk.ru/film/102510/,Знамение (2009),Knowing,05.06.2011,8
105397,https://www.kinopoisk.ru/film/105397/,Пятое измерение (2009),Push,05.06.2011,7
413485,https://www.kinopoisk.ru/film/413485/,Стан Хельсинг (2009),Stan Helsing,03.06.2011,3
427076,https://www.kinopoisk.ru/film/427076/,Пираты Карибского моря: На странных берегах (2011),Pirates of the Caribbean: On Stranger Tides,03.06.2011,10
195394,https://www.kinopoisk.ru/film/195394/,Принц Персии: Пески времени (2010),Prince of Persia: The Sands of Time,02.06.2011,7
468872,https://www.kinopoisk.ru/film/468872/,Я – Четвертый (2011),I Am Number Four,01.06.2011,7
404377,https://www.kinopoisk.ru/film/404377/,Очень русский детектив (2008), ,31.05.2011,4
397494,https://www.kinopoisk.ru/film/397494/,Район №9 (2009),District 9,27.05.2011,9
416090,https://www.kinopoisk.ru/film/416090/,Наша Russia: Яйца судьбы (2010), ,27.05.2011,5
468189,https://www.kinopoisk.ru/film/468189/,Самый лучший фильм 3-ДЭ (2011), ,27.05.2011,5
399959,https://www.kinopoisk.ru/film/399959/,Трон: Наследие (2010),Tron,27.05.2011,6
279850,https://www.kinopoisk.ru/film/279850/,Марли и я (2008),Marley & Me,27.05.2011,8
418794,https://www.kinopoisk.ru/film/418794/,13-й район: Ультиматум (2009),Banlieue 13 Ultimatum,10.05.2011,6
290751,https://www.kinopoisk.ru/film/290751/,Зелёный Шершень (2011),The Green Hornet,08.05.2011,7
81728,https://www.kinopoisk.ru/film/81728/,Морпехи (2005),Jarhead,29.04.2011,6
276762,https://www.kinopoisk.ru/film/276762/,Гарри Поттер и Дары Смерти: Часть I (2010),Harry Potter and the Deathly Hallows: Part 1,15.04.2011,9
405609,https://www.kinopoisk.ru/film/405609/,Алиса в Стране чудес (2010),Alice in Wonderland,23.03.2011,8
417855,https://www.kinopoisk.ru/film/417855/,Повелитель стихий (2010),The Last Airbender,23.03.2011,5
305,https://www.kinopoisk.ru/film/305/,Телефонная будка (2002),Phone Booth,18.03.2011,8
105948,https://www.kinopoisk.ru/film/105948/,Скотт Пилигрим против всех (2010),Scott Pilgrim vs. the World,16.02.2011,5
252641,https://www.kinopoisk.ru/film/252641/,Хранители (2009),Watchmen,16.02.2011,8
419200,https://www.kinopoisk.ru/film/419200/,Пипец (2010),Kick-Ass,16.02.2011,10
474787,https://www.kinopoisk.ru/film/474787/,Глухарь в кино (2010), ,16.02.2011,9
271802,https://www.kinopoisk.ru/film/271802/,Бруно (2009),Brüno,14.02.2011,4
493223,https://www.kinopoisk.ru/film/493223/,Скайлайн (2010),Skyline,30.01.2011,9
391277,https://www.kinopoisk.ru/film/391277/,Потрошители (2009),Repo Men,29.01.2011,7
429836,https://www.kinopoisk.ru/film/429836/,ПоцелуйчИК (2009),Love at First Hiccup,29.01.2011,9
3954,https://www.kinopoisk.ru/film/3954/,Враг государства (1998),Enemy of the State,29.01.2011,7
429739,https://www.kinopoisk.ru/film/429739/,Ученик чародея (2010),The Sorcerer's Apprentice,29.01.2011,3
260526,https://www.kinopoisk.ru/film/260526/,Очень эпическое кино (2007),Epic Movie,23.01.2011,1
279627,https://www.kinopoisk.ru/film/279627/,Красавчик (2007),Keinohrhasen,16.01.2011,10
508161,https://www.kinopoisk.ru/series/508161/,"Ходячие мертвецы (сериал, 2010 – 2022)",The Walking Dead,14.12.2010,10
447284,https://www.kinopoisk.ru/film/447284/,Солт (2010),Salt,09.11.2010,5
81583,https://www.kinopoisk.ru/film/81583/,Фонтан (2006),The Fountain,09.11.2010,9
47382,https://www.kinopoisk.ru/film/47382/,Пиджак (2004),The Jacket,09.11.2010,10
403986,https://www.kinopoisk.ru/film/403986/,Перси Джексон и похититель молний (2010),Percy Jackson & the Olympians: The Lightning Thief,10.08.2010,3
468123,https://www.kinopoisk.ru/film/468123/,Мы из будущего 2 (2010), ,07.08.2010,4
260315,https://www.kinopoisk.ru/film/260315/,Мы из будущего (2008), ,07.08.2010,8
451258,https://www.kinopoisk.ru/film/451258/,На игре 2. Новый уровень (2010), ,07.08.2010,2
424516,https://www.kinopoisk.ru/film/424516/,На игре (2009), ,07.08.2010,5
96452,https://www.kinopoisk.ru/film/96452/,Команда «А» (2010),The A-Team,07.08.2010,10
391772,https://www.kinopoisk.ru/film/391772/,Всегда говори «ДА» (2008),Yes Man,07.08.2010,10
255129,https://www.kinopoisk.ru/film/255129/,Звездный путь (2009),Star Trek,03.04.2010,9
426004,https://www.kinopoisk.ru/film/426004/,Мальчишник в Вегасе (2009),The Hangover,02.04.2010,10
406397,https://www.kinopoisk.ru/film/406397/,Зубная фея (2009),Tooth Fairy,02.04.2010,8
404366,https://www.kinopoisk.ru/film/404366/,Паранормальное явление (2007),Paranormal Activity,02.04.2010,9
102474,https://www.kinopoisk.ru/film/102474/,Борат (2006),Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,02.04.2010,9
387556,https://www.kinopoisk.ru/film/387556/,Хатико: Самый верный друг (2008),Hachi: A Dog's Tale,02.04.2010,10
427122,https://www.kinopoisk.ru/film/427122/,Добро пожаловать в Zомбилэнд (2009),Zombieland,02.04.2010,10
251733,https://www.kinopoisk.ru/film/251733/,Аватар (2009),Avatar,02.04.2010,9
